state,county,level,eevp,votes_harris_k_total,votes_harris_k_advance,votes_harris_k_provisional,votes_harris_k_absentee_mail,votes_harris_k_absentee_in_person,votes_harris_k_election_day_in_person,votes_trump_d_total,votes_trump_d_advance,votes_trump_d_provisional,votes_trump_d_absentee_mail,votes_trump_d_absentee_in_person,votes_trump_d_election_day_in_person,total_votes_2024,pct_dem_2024,pct_rep_2024,total_votes_2020,pct_dem_2020,pct_rep_2020
Georgia,Greene,county,99,4514,3468,0,419,3049,1046,8214,7088,0,367,6721,1126,12785,35.3070003910833,64.2471646460696,11244,36.348,62.842
Georgia,Pike,county,99,1646,1254,0,182,1072,392,10846,8524,0,275,8249,2322,12529,13.13752095139277,86.56716417910448,10720,14.039,85.14
Georgia,Franklin,county,98.86,1647,1153,0,139,1014,494,10456,7473,0,286,7187,2983,12137,13.570074977342012,86.149789898657,10765,14.798,84.245
Georgia,Sumter,county,99,6127,4418,0,671,3747,1709,5864,4234,0,197,4037,1630,12034,50.914076782449726,48.728602293501744,12148,51.976,47.193
Georgia,Meriwether,county,99,4371,2555,0,369,2186,1816,7372,4636,0,219,4417,2736,11783,37.095816006110496,62.564711873037425,10877,39.413,59.98
Georgia,Decatur,county,99,4372,3117,4,386,2731,1251,7140,5248,4,273,4975,1888,11549,37.85609143648801,61.82353450515196,11625,41.135,58.108
Georgia,Burke,county,99,4979,2999,0,402,2597,1980,6014,3746,0,150,3596,2268,11042,45.09146893678681,54.46477087484151,10683,48.75,50.548
Georgia,Toombs,county,99,2670,1834,0,248,1586,836,8203,6276,0,251,6025,1927,10903,24.48867284233697,75.23617353022104,10914,26.92,72.137
Georgia,Grady,county,99,3290,2377,2,326,2051,911,7385,5186,0,260,4926,2199,10718,30.696025377869006,68.90278036947191,10707,33.8,65.695
Georgia,Chattooga,county,99,1896,1367,0,138,1229,529,8768,6037,0,227,5810,2731,10705,17.711349836524988,81.90565156468939,10050,18.448,80.239
Georgia,McDuffie,county,99,3937,2973,0,458,2515,964,6562,5396,0,221,5175,1166,10537,37.36357597039005,62.275790073075825,10455,39.866,59.005
Georgia,Banks,county,99,1136,884,0,106,778,252,9358,7493,3,234,7259,1862,10519,10.79950565643122,88.96282916627055,8801,10.59,88.569
Georgia,Rabun,county,99,2221,1948,0,258,1690,273,8151,7102,0,445,6657,1049,10422,21.31068892726924,78.20955670696604,9568,20.736,78.115
Georgia,Lamar,county,99,2769,2091,0,236,1855,678,7560,6081,0,172,5909,1479,10371,26.699450390512006,72.89557419728088,9045,28.966,69.994
Georgia,Pierce,county,99,1089,868,0,111,757,221,8655,7200,0,260,6940,1455,9761,11.156643786497286,88.6691937301506,9047,12.159,87.3
Georgia,Emanuel,county,99,2673,1596,4,193,1403,1073,6919,4011,9,163,3848,2899,9619,27.788751429462522,71.93055411165402,9505,30.363,68.943
Georgia,Elbert,county,99,2687,1934,0,259,1675,753,6847,4659,0,185,4474,2188,9563,28.097877235177247,71.59887064728642,9171,31.392,67.888
Georgia,Washington,county,99,4643,3188,1,486,2702,1454,4824,3375,0,181,3194,1449,9493,48.9097229537554,50.81639102496577,9477,50.047,49.256
Georgia,Worth,county,99,2299,1542,0,202,1340,757,6989,4195,0,156,4039,2794,9306,24.70449172576832,75.10208467655276,9285,25.794,73.56
Georgia,Jasper,county,99,1879,1343,0,191,1152,536,7195,5096,0,212,4884,2099,9108,20.630215195432587,78.99648660518226,7644,23.038,76.164
Georgia,Mitchell,county,99,3701,2537,0,447,2090,1164,5150,3284,3,198,3086,1863,8877,41.69201306747775,58.01509518981638,8962,44.555,55.066
Georgia,Towns,county,99,1649,1486,0,229,1257,163,7155,6202,1,333,5869,952,8838,18.65806743607151,80.95723014256619,7979,19.426,80.01
Georgia,Oglethorpe,county,99,2515,1893,2,188,1705,620,6255,4857,1,248,4609,1397,8822,28.50827476762639,70.9022897302199,8133,29.989,68.757
Georgia,Tattnall,county,99,1965,1358,0,151,1207,607,6511,4584,0,179,4405,1927,8506,23.10134023042558,76.54596755231601,8185,25.192,73.965
Georgia,Brantley,county,99,736,515,0,68,447,221,7741,5465,0,166,5299,2276,8497,8.66188066376368,91.10274214428622,7749,9.033,90.244
Georgia,Dodge,county,99,2078,1368,0,159,1209,710,6245,3991,0,240,3751,2254,8343,24.907107755004194,74.85317032242598,8071,26.911,72.395
Georgia,Appling,county,99,1560,1179,0,155,1024,381,6761,4833,0,269,4564,1928,8334,18.718502519798417,81.12550995920327,8390,21.263,78.308
Georgia,Dade,county,99,1342,971,0,102,869,371,6794,4580,0,141,4439,2214,8189,16.387837342776894,82.96495298571254,7434,16.963,81.598
Georgia,Crisp,county,99,2993,2166,0,202,1964,827,5099,3986,1,216,3770,1112,8116,36.877772301626415,62.82651552488911,8033,37.122,62.057
Georgia,Berrien,county,99,1209,782,0,98,684,427,6838,4757,0,193,4564,2081,8065,14.990700557966521,84.78611283323,7743,16.389,82.901
Georgia,Jefferson,county,99,3674,2209,3,338,1871,1462,3765,2301,7,113,2188,1457,7463,49.22953235964089,50.44888114699182,7639,53.122,46.302
Georgia,McIntosh,county,99,2628,2019,2,250,1769,607,4747,3707,2,228,3479,1038,7408,35.475161987041034,64.079373650108,6696,39.008,59.976
Georgia,Cook,county,99,1956,1264,0,121,1143,692,5374,4102,0,154,3948,1272,7357,26.586924017942096,73.04607856463232,7035,29.268,69.652
Georgia,Brooks,county,99,2628,1825,0,266,1559,803,4557,3048,0,126,2922,1509,7206,36.46960865945046,63.23896752706078,7101,39.304,60.006
Georgia,Long,county,99,2478,1759,1,142,1617,718,4558,3085,0,88,2997,1473,7059,35.10412239694008,64.57005241535629,5657,35.973,62.348
Georgia,Screven,county,99,2575,1838,0,151,1687,737,4321,3149,0,118,3031,1172,6910,37.26483357452967,62.532561505065125,6627,40.154,59.077
Georgia,Ben Hill,county,97,2198,1751,0,171,1580,447,4281,3673,0,111,3562,608,6500,33.815384615384616,65.86153846153846,6564,36.456,62.629
Georgia,Crawford,county,99,1582,1226,4,117,1109,352,4742,3363,4,131,3232,1375,6340,24.952681388012618,74.79495268138801,6102,26.467,72.566
Georgia,Heard,county,99,859,565,1,109,456,293,5335,3388,0,240,3148,1947,6210,13.832528180354267,85.90982286634461,5394,15.276,83.778
Georgia,Bleckley,county,99,1339,914,0,117,797,425,4685,3690,0,145,3545,995,6044,22.1542025148908,77.51489080079418,5708,22.985,75.841
Georgia,Jeff Davis,county,99,924,606,0,67,539,318,4935,3345,0,108,3237,1590,5872,15.735694822888284,84.04291553133515,5771,17.813,81.355
Georgia,Wilkes,county,99,2112,1449,4,241,1208,659,2971,2161,5,110,2051,805,5098,41.42801098469988,58.27775598273833,5030,42.942,56.123
Georgia,Lincoln,county,99,1349,806,207,0,806,336,3556,2718,113,0,2718,725,4926,27.385302476654488,72.18838814453918,4641,30.855,68.369
Georgia,Wilkinson,county,98.99,2012,1252,0,177,1075,760,2888,1463,0,79,1384,1425,4908,40.99429502852486,58.842705786471065,4770,43.48,55.87
Georgia,Early,county,99,2157,1346,0,161,1185,811,2718,1920,0,111,1809,798,4878,44.218942189421895,55.71955719557196,5188,47.224,52.236
Georgia,Bacon,county,99,645,451,0,38,413,194,4186,3616,1,107,3509,569,4839,13.32920024798512,86.50547633808638,4667,13.392,86.072
Georgia,Macon,county,99,2755,1797,0,195,1602,958,1916,1483,0,42,1441,433,4686,58.792146820315835,40.887750746905674,4663,61.291,38.237
Georgia,Charlton,county,99,1007,713,1,63,650,293,3607,2452,2,99,2353,1153,4628,21.75885911840968,77.93863439930855,4568,24.19,74.847
Georgia,Candler,county,99,1196,871,0,69,802,325,3366,2753,0,66,2687,613,4568,26.182136602451838,73.68651488616463,4431,28.639,70.706
Georgia,Twiggs,county,99,1895,1285,0,280,1005,610,2549,1538,1,67,1471,1010,4456,42.52692998204668,57.203770197486534,4444,45.995,53.33
Georgia,Irwin,county,99,986,684,1,54,630,301,3340,2484,0,63,2421,856,4342,22.70842929525564,76.92307692307692,4168,24.184,75.192
Georgia,Terrell,county,99,2253,1536,1,246,1290,716,2075,1392,0,82,1310,683,4341,51.90048375950242,47.800046072333565,4416,53.804,45.38
Georgia,Pulaski,county,98.46,1281,977,0,125,852,304,3036,2589,0,86,2503,447,4336,29.543357933579337,70.01845018450184,4081,30.14,68.978
Georgia,Evans,county,99,1214,907,1,137,770,306,3011,2376,1,132,2244,634,4244,28.605089538171537,70.94721960414704,4247,31.175,68.001
Georgia,Hancock,county,99,2862,1955,0,410,1545,907,1363,1039,0,61,978,324,4237,67.547793249941,32.1689874911494,4153,71.659,27.787
Georgia,Telfair,county,99,1274,776,0,115,661,498,2930,1929,0,91,1838,1001,4214,30.232558139534884,69.53013763644992,4334,34.333,65.182
Georgia,Dooly,county,99,1921,1211,2,162,1049,708,2243,1574,0,60,1514,669,4177,45.989944936557336,53.69882690926502,4105,46.553,52.594
Georgia,Seminole,county,99,1191,707,4,66,641,480,2811,1734,4,109,1625,1073,4007,29.722984776640878,70.15223359121538,3888,32.305,67.207
Georgia,Johnson,county,99,1066,738,0,93,645,328,2913,2019,0,96,1923,894,3984,26.7570281124498,73.11746987951807,4100,29.805,69.512
Georgia,Taylor,county,99,1365,964,7,181,783,394,2599,2154,12,72,2082,433,3980,34.2964824120603,65.30150753768844,3842,36.127,62.988
Georgia,Montgomery,county,99,927,591,1,102,489,335,3033,1959,1,90,1869,1073,3973,23.33249433677322,76.34029700478229,3967,24.704,74.616
Georgia,Turner,county,99,1365,969,2,67,902,394,2457,1956,3,50,1906,498,3833,35.61179232976781,64.10122619358205,3791,37.167,61.963
Georgia,Lanier,county,98.99,994,692,0,64,628,302,2726,2065,0,47,2018,661,3735,26.613119143239626,72.98527443105756,3576,28.496,70.162
Georgia,Marion,county,99,1253,922,0,153,769,331,2348,1490,1,63,1427,857,3621,34.60370063518365,64.8439657553162,3625,36.193,62.759
Georgia,Jenkins,county,99,1179,774,0,74,700,405,2217,1600,0,68,1532,617,3409,34.58492226459372,65.03373423291288,3455,36.643,62.547
Georgia,Talbot,county,99,1888,1184,0,199,985,704,1483,937,0,39,898,546,3379,55.874519088487716,43.88872447469666,3522,60.023,39.523
Georgia,Wilcox,county,99,845,472,0,35,437,373,2490,1575,0,62,1513,915,3342,25.28426092160383,74.50628366247756,3279,26.258,73.254
Georgia,Treutlen,county,98.99,864,612,0,60,552,252,2250,1683,2,69,1614,565,3121,27.683434796539572,72.09227811598846,3077,30.939,68.281
Georgia,Atkinson,county,99,700,410,1,39,371,289,2350,1555,0,51,1504,795,3057,22.89826627412496,76.87275106313379,3155,26.149,72.9
Georgia,Randolph,county,99,1601,991,0,111,880,610,1372,997,0,42,955,375,2989,53.56306457009033,45.90163934426229,3073,54.377,45.233
Georgia,Clinch,county,99,702,454,0,33,421,248,2201,1552,0,47,1505,649,2908,24.140302613480056,75.68775790921596,2861,26.005,73.576
Georgia,Miller,county,98.98,670,433,0,60,373,237,2045,1505,1,100,1405,539,2724,24.59618208516887,75.07342143906021,2834,26.394,72.9
Georgia,Warren,county,99,1354,898,2,114,784,454,1232,1029,1,52,977,202,2592,52.23765432098765,47.53086419753087,2650,55.396,44
Georgia,Schley,county,99,453,351,1,53,298,101,1970,1596,0,58,1538,374,2428,18.657331136738055,81.13673805601319,2275,20.308,79.121
Georgia,Wheeler,county,99,622,417,0,48,369,205,1648,1101,0,43,1058,547,2276,27.328646748681898,72.40773286467487,2285,30.153,69.278
Georgia,Calhoun,county,99,1153,656,1,116,540,496,900,642,4,31,611,254,2056,56.07976653696498,43.77431906614786,2198,57.461,41.993
Georgia,Stewart,county,99,1177,745,7,173,572,425,847,579,10,41,538,258,2028,58.03747534516765,41.765285996055226,1990,59.397,40.251
Georgia,Chattahoochee,county,99,703,461,2,50,411,240,982,625,1,63,562,356,1694,41.49940968122786,57.96930342384888,1582,42.162,55.626
Georgia,Glascock,county,98.99,133,89,0,14,75,44,1534,1076,0,46,1030,458,1670,7.9640718562874255,91.8562874251497,1565,9.904,89.585
Georgia,Baker,county,99,590,409,8,79,330,173,883,577,0,56,521,306,1476,39.97289972899729,59.823848238482384,1555,41.929,57.685
Georgia,Clay,county,98.97,771,507,0,114,393,264,663,508,0,31,477,155,1442,53.46740638002774,45.97780859916782,1435,55.122,44.39
Georgia,Echols,county,98.97,127,100,0,2,98,27,1307,1045,1,31,1014,261,1438,8.831710709318498,90.89012517385257,1441,11.589,87.162
Georgia,Webster,county,99,544,364,0,80,284,180,790,610,2,51,559,178,1336,40.718562874251496,59.131736526946106,1391,46.01,53.774
Georgia,Quitman,county,99,480,296,3,30,266,181,656,504,0,24,480,152,1140,42.10526315789474,57.54385964912281,1106,44.937,54.611
Georgia,Taliaferro,county,98.99,507,372,0,68,304,135,375,284,3,20,264,88,884,57.35294117647059,42.42081447963801,928,60.453,38.793
Hawaii,Hawaii,state,99,312384,NA,NA,NA,NA,NA,193169,NA,NA,NA,NA,NA,515508,60.59731371773086,37.471581430356075,574469,63.734,34.269
Hawaii,Honolulu,county,99,203914,NA,NA,NA,NA,NA,130205,NA,NA,NA,NA,NA,340225,59.93504298625909,38.27026232640165,382114,62.512,35.659
Hawaii,Hawaii,county,99,52091,NA,NA,NA,NA,NA,28699,NA,NA,NA,NA,NA,82698,62.989431425185614,34.70337855812716,87814,66.881,30.63
Hawaii,Maui,county,99,38738,NA,NA,NA,NA,NA,22506,NA,NA,NA,NA,NA,62601,61.88080062618808,35.95150237216658,71044,66.585,31.144
Hawaii,Kauai,county,99,17641,NA,NA,NA,NA,NA,11759,NA,NA,NA,NA,NA,29984,58.83471184631804,39.217582710779084,33497,63.364,34.576
Idaho,Idaho,state,99,274838,133135,NA,NA,NA,NA,605041,227398,NA,NA,NA,NA,904465,30.386803248329123,66.89490472268136,867281,33.094,63.892
Idaho,Ada,county,99,116116,68013,NA,38250,NA,48103,143759,70112,NA,20882,NA,73647,267340,43.43382958030972,53.773846038752154,259389,46.47,50.387
Idaho,Canyon,county,99,25662,15054,NA,NA,NA,10615,72708,38767,NA,NA,NA,33988,100944,25.422016167379933,72.02805515929624,90410,28.626,68.31
Idaho,Kootenai,county,99,22113,3059,NA,NA,NA,9189,72059,16227,NA,NA,NA,43408,96340,22.95308283163795,74.79655387170438,89467,27.174,70.235
Idaho,Bonneville,county,99,14458,6721,NA,NA,NA,7737,40053,13495,NA,NA,NA,26558,56419,25.626118860667507,70.9920416880838,53995,26.399,70.016
Idaho,Bannock,county,99,14306,6965,NA,NA,NA,7341,24329,8019,NA,NA,NA,16310,39971,35.790948437617274,60.8666283055215,39553,37.12,58.987
Idaho,Twin Falls,county,99,9064,4886,NA,NA,NA,4178,27302,11986,NA,NA,NA,15316,37371,24.25410077332691,73.05664820315218,36501,25.728,70.949
Idaho,Bonner,county,99,7523,4100,NA,NA,NA,3550,21296,6871,NA,NA,NA,14481,29513,25.490461830379832,72.15803205367126,27335,30.401,67.2
Idaho,Bingham,county,99,3878,1451,NA,NA,NA,2427,16188,4385,NA,NA,NA,11803,20643,18.78602916242794,78.41883447173376,19996,20.624,76.49
Idaho,Latah,county,99,9039,6802,NA,NA,NA,2237,10669,8297,NA,NA,NA,2372,20440,44.22211350293542,52.196673189823876,20570,49.762,46.048
Idaho,Nez Perce,county,99,5928,0,NA,NA,NA,5928,13707,0,NA,NA,NA,13707,20132,29.44565865289092,68.08563481025233,20967,31.888,65.522
Idaho,Madison,county,99,2767,921,NA,NA,NA,1846,13925,3570,NA,NA,NA,10355,17358,15.94077658716442,80.22237584975228,17112,15.58,79.237
Idaho,Jefferson,county,99,1891,739,NA,NA,NA,1152,13481,4029,NA,NA,NA,9452,15819,11.953979391870535,85.22030469688349,14173,11.719,85.367
Idaho,Blaine,county,99,8424,4513,NA,NA,NA,3911,4281,2497,NA,NA,NA,1784,13087,64.36922136471307,32.71185145564301,13289,67.116,30.341
Idaho,Payette,county,99,2064,1137,NA,NA,NA,927,9458,6044,NA,NA,NA,3414,11760,17.551020408163264,80.42517006802721,11293,19.136,78.473
Idaho,Elmore,county,99,2611,0,NA,NA,NA,2611,7791,0,NA,NA,NA,7791,10672,24.465892053973015,73.00412293853073,10205,25.488,71.004
Idaho,Gem,county,99,1699,1230,NA,NA,NA,469,8707,5731,NA,NA,NA,2976,10620,15.998116760828625,81.98681732580037,9958,18.106,79.845
Idaho,Idaho County,county,99,1460,NA,NA,NA,NA,NA,8148,NA,NA,NA,NA,NA,9858,14.810306350172448,82.65368228849665,9602,16.257,81.504
Idaho,Cassia,county,99,1359,553,NA,NA,NA,806,7959,2794,NA,NA,NA,5165,9557,14.219943496913258,83.2792717379931,9629,15.204,82.117
Idaho,Minidoka,county,99,1373,987,NA,NA,NA,386,6401,4407,NA,NA,NA,1994,7947,17.276959859066313,80.54611803196174,7993,19.392,78.381
Idaho,Jerome,county,99,1742,419,NA,NA,NA,1323,6012,1966,NA,NA,NA,4046,7945,21.925739458779105,75.67023285084959,7812,24.232,73.4
Idaho,Valley,county,99,2869,0,NA,NA,NA,2869,4214,0,NA,NA,NA,4214,7240,39.62707182320442,58.20441988950276,7063,42.135,55.883
Idaho,Franklin,county,98.99,703,703,NA,NA,NA,0,6279,6279,NA,NA,NA,0,7184,9.785634743875278,87.40256124721604,6664,9.859,87.71
Idaho,Boundary,county,99,1145,0,NA,NA,NA,1145,5794,0,NA,NA,NA,5794,7110,16.10407876230661,81.49085794655414,6313,19.325,78.204
Idaho,Fremont,county,99,954,424,NA,NA,NA,530,5645,1392,NA,NA,NA,4253,6803,14.02322504777304,82.97809789798619,6719,14.853,82.572
Idaho,Teton,county,98.99,3463,2451,NA,NA,NA,1012,3005,1648,NA,NA,NA,1357,6698,51.70200059719319,44.86413854882054,6347,52.277,45.029
Idaho,Shoshone,county,99,1472,NA,NA,NA,NA,NA,4500,NA,NA,NA,NA,NA,6130,24.01305057096248,73.4094616639478,6049,27.988,69.697
Idaho,Gooding,county,99,1100,1100,NA,NA,NA,0,4676,4676,NA,NA,NA,0,5918,18.587360594795538,79.01318012842177,6050,20.76,77.008
Idaho,Washington,county,99,1010,462,NA,NA,NA,548,4429,1300,NA,NA,NA,3129,5553,18.188366648658384,79.75868899693859,5344,20.079,77.732
Idaho,Benewah,county,99,934,0,NA,NA,NA,935,4094,0,NA,NA,NA,4094,5143,18.160606649815282,79.60334435154579,4973,19.646,77.981
Idaho,Owyhee,county,99,756,0,NA,NA,NA,756,4101,0,NA,NA,NA,4101,4950,15.272727272727273,82.84848484848484,4742,17.208,80.536
Idaho,Lemhi,county,99,1038,0,NA,NA,NA,1038,3716,0,NA,NA,NA,3716,4873,21.301046583213626,76.25692591832546,4738,21.781,75.813
Idaho,Boise,county,98.99,1065,0,NA,NA,NA,1065,3627,0,NA,NA,NA,3627,4810,22.14137214137214,75.4054054054054,4820,24.979,72.303
Idaho,Clearwater,county,98.99,774,NA,NA,NA,NA,475,3550,NA,NA,NA,NA,2595,4418,17.51923947487551,80.35310095065641,4419,19.846,78.14
Idaho,Caribou,county,99,445,445,NA,NA,NA,0,2906,2906,NA,NA,NA,0,3456,12.876157407407407,84.08564814814815,3416,12.617,85.07
Idaho,Bear Lake,county,98.99,346,0,NA,NA,NA,346,2908,0,NA,NA,NA,2908,3323,10.412278061992176,87.51128498344869,3315,10.558,87.903
Idaho,Power,county,99,785,NA,NA,NA,NA,NA,2146,NA,NA,NA,NA,NA,3019,26.001987413050678,71.08314011262007,3074,28.139,68.835
Idaho,Adams,county,99,577,0,NA,NA,NA,577,2037,0,NA,NA,NA,2037,2679,21.537887271369915,76.03583426651736,2586,22.854,75.058
Idaho,Custer,county,98.99,586,0,NA,NA,NA,586,1998,0,NA,NA,NA,1998,2649,22.12155530388826,75.42468856172141,2739,22.015,76.269
Idaho,Oneida,county,98.99,253,0,NA,NA,NA,253,2119,0,NA,NA,NA,2119,2457,10.297110297110297,86.24338624338624,2451,10.159,87.638
Idaho,Lincoln,county,99,392,0,NA,NA,NA,392,1466,0,NA,NA,NA,1466,1917,20.448617631716225,76.4736567553469,1940,21.34,75.722
Idaho,Lewis,county,98.98,306,0,NA,NA,NA,306,1503,0,NA,NA,NA,1503,1844,16.594360086767896,81.50759219088937,1870,18.663,79.626
Idaho,Butte,county,99,185,0,NA,NA,NA,185,1268,0,NA,NA,NA,1268,1494,12.382864792503346,84.87282463186078,1415,13.286,84.947
Idaho,Camas,county,99,153,0,NA,NA,NA,153,547,0,NA,NA,NA,547,728,21.016483516483518,75.13736263736264,674,22.107,75.223
Idaho,Clark,county,99,50,0,NA,NA,NA,50,280,0,NA,NA,NA,280,333,15.015015015015015,84.08408408408408,311,13.183,84.887
Illinois,Illinois,state,98.2,2882262,NA,NA,NA,NA,NA,2402550,NA,NA,NA,NA,NA,5361791,53.7555827894075,44.80872156337313,6033438,57.545,40.556
Illinois,Cook,county,96.79,1308653,NA,NA,NA,NA,NA,559136,NA,NA,NA,NA,NA,1890783,69.21222583448233,29.57166422587891,2321399,74.351,24.049
Illinois,DuPage,county,99,250473,NA,NA,NA,NA,NA,190953,NA,NA,NA,NA,NA,448660,55.82690678910534,42.56073641510275,485064,57.976,39.915
Illinois,Will,county,99,157453,NA,NA,NA,NA,NA,155142,NA,NA,NA,NA,NA,316860,49.691661932714766,48.96231774285173,345095,53.294,44.949
Illinois,Lake,county,99,174619,NA,NA,NA,NA,NA,117075,NA,NA,NA,NA,NA,295718,59.04916170135061,39.590082443408924,334156,61.059,36.987
Illinois,Kane,county,99,118032,NA,NA,NA,NA,NA,98392,NA,NA,NA,NA,NA,219401,53.797384697426175,44.84573908049644,231863,56.139,41.738
Illinois,McHenry,county,99,71783,NA,NA,NA,NA,NA,82199,NA,NA,NA,NA,NA,156258,45.93876793508172,52.60466664106798,163874,47.692,50.197
Illinois,Madison,county,99,55971,NA,NA,NA,NA,NA,73723,NA,NA,NA,NA,NA,132013,42.398097157098164,55.845257664017936,137135,42.174,55.442
Illinois,Winnebago,county,99,57911,NA,NA,NA,NA,NA,58276,NA,NA,NA,NA,NA,117934,49.10458391981956,49.41407906116981,127709,50.158,47.656
Illinois,St. Clair,county,99,54197,NA,NA,NA,NA,NA,48039,NA,NA,NA,NA,NA,104213,52.00598773665474,46.096936082830354,128090,53.341,44.617
Illinois,Sangamon,county,99,45853,NA,NA,NA,NA,NA,50767,NA,NA,NA,NA,NA,98402,46.59763012946891,51.591431068474215,104751,46.698,51.059
Illinois,Champaign,county,99,52798,NA,NA,NA,NA,NA,32630,NA,NA,NA,NA,NA,86738,60.87066798865549,37.61903663907399,95052,60.038,37.122
Illinois,McLean,county,99,43797,NA,NA,NA,NA,NA,39891,NA,NA,NA,NA,NA,85028,51.50891471044832,46.91513383826504,87000,50.498,46.554
Illinois,Peoria,county,99,40280,NA,NA,NA,NA,NA,36693,NA,NA,NA,NA,NA,78233,51.48722406145744,46.90220239540859,83967,51.899,45.556
Illinois,Tazewell,county,99,24145,NA,NA,NA,NA,NA,42310,NA,NA,NA,NA,NA,67640,35.696333530455355,62.55174452986399,69051,35.943,61.568
Illinois,Kendall,county,99,32762,NA,NA,NA,NA,NA,31862,NA,NA,NA,NA,NA,65636,49.9146809677616,48.543482235358645,63971,51.848,46.102
Illinois,Rock Island,county,99,34085,NA,NA,NA,NA,NA,28037,NA,NA,NA,NA,NA,63201,53.93110868498916,44.36163984747077,66758,54.961,42.846
Illinois,LaSalle,county,99,20172,NA,NA,NA,NA,NA,30211,NA,NA,NA,NA,NA,51051,39.51342774872187,59.17807682513565,53590,41.877,56.191
Illinois,Kankakee,county,99,18308,NA,NA,NA,NA,NA,28227,NA,NA,NA,NA,NA,47362,38.65546218487395,59.598412229213295,49902,40.622,57.176
Illinois,DeKalb,county,99,23545,NA,NA,NA,NA,NA,22672,NA,NA,NA,NA,NA,47035,50.058467098968855,48.202402466248536,47819,51.534,45.808
Illinois,Macon,county,99,17929,NA,NA,NA,NA,NA,26507,NA,NA,NA,NA,NA,45088,39.76446061036196,58.789478353442156,49387,40.187,57.888
Illinois,Williamson,county,99,9827,NA,NA,NA,NA,NA,22639,NA,NA,NA,NA,NA,32884,29.883834083444835,68.84503101812432,33652,30.328,67.755
Illinois,Adams,county,99,8081,NA,NA,NA,NA,NA,23139,NA,NA,NA,NA,NA,31691,25.49935312864851,73.01442049793317,33527,25.749,72.24
Illinois,Vermilion,county,99,9192,NA,NA,NA,NA,NA,19712,NA,NA,NA,NA,NA,29379,31.287654447054017,67.09554443650227,31584,32.684,65.619
Illinois,Whiteside,county,99,10990,NA,NA,NA,NA,NA,14871,NA,NA,NA,NA,NA,26378,41.66350746834483,56.376525892789445,27375,44.76,53.067
Illinois,Grundy,county,99,9045,NA,NA,NA,NA,NA,16927,NA,NA,NA,NA,NA,26367,34.30424394129025,64.19767133158872,26690,36.066,61.907
Illinois,Ogle,county,99,8796,NA,NA,NA,NA,NA,16389,NA,NA,NA,NA,NA,25591,34.37145871595483,64.04204603180806,26272,35.886,61.845
Illinois,Henry,county,99,9199,NA,NA,NA,NA,NA,15340,NA,NA,NA,NA,NA,25012,36.778346393731006,61.33056133056133,25635,38.217,59.684
Illinois,Boone,county,99,10070,NA,NA,NA,NA,NA,13615,NA,NA,NA,NA,NA,24065,41.84500311655932,56.57594016206109,24979,42.203,55.579
Illinois,Macoupin,county,99,6867,NA,NA,NA,NA,NA,16023,NA,NA,NA,NA,NA,23334,29.429159166880947,68.66803805605554,24022,30.659,67.243
Illinois,Jackson,county,99,11268,NA,NA,NA,NA,NA,10558,NA,NA,NA,NA,NA,22145,50.8828177918266,47.676676450666065,22643,49.379,48.094
Illinois,Knox,county,95,9630,NA,NA,NA,NA,NA,11804,NA,NA,NA,NA,NA,21834,44.10552349546579,54.06247137491985,23143,46.247,51.89
Illinois,Coles,county,99,7471,NA,NA,NA,NA,NA,13595,NA,NA,NA,NA,NA,21432,34.85908921239268,63.43318402388951,22606,35.685,62.094
Illinois,Woodford,county,99,5939,NA,NA,NA,NA,NA,14813,NA,NA,NA,NA,NA,21070,28.186995728523968,70.30374940673944,21432,28.742,69.051
Illinois,Stephenson,county,99,8257,NA,NA,NA,NA,NA,12328,NA,NA,NA,NA,NA,20925,39.45997610513739,58.91517323775388,22047,41.071,56.792
Illinois,Monroe,county,99,6420,NA,NA,NA,NA,NA,14009,NA,NA,NA,NA,NA,20786,30.88617338593284,67.39632444914847,21148,31.062,66.872
Illinois,Effingham,county,99,3604,NA,NA,NA,NA,NA,15097,NA,NA,NA,NA,NA,19022,18.946483019661443,79.3659972663232,19049,19.508,78.776
Illinois,Clinton,county,99,4355,NA,NA,NA,NA,NA,14302,NA,NA,NA,NA,NA,19010,22.908995265649658,75.23408732246186,19170,23.438,74.617
Illinois,Franklin,county,99,4240,NA,NA,NA,NA,NA,13161,NA,NA,NA,NA,NA,17629,24.05127914232231,74.65539735662828,18626,25.556,73.134
Illinois,Marion,county,99,4106,NA,NA,NA,NA,NA,12380,NA,NA,NA,NA,NA,16715,24.564762189650015,74.06521088842358,17458,25.914,72.62
Illinois,Jefferson,county,99,4226,NA,NA,NA,NA,NA,12178,NA,NA,NA,NA,NA,16614,25.436378957505717,73.29962682075359,17404,26.477,71.685
Illinois,Livingston,county,99,4269,NA,NA,NA,NA,NA,11926,NA,NA,NA,NA,NA,16448,25.954523346303503,72.50729571984436,17174,26.872,71.084
Illinois,Fulton,county,99,5970,NA,NA,NA,NA,NA,9810,NA,NA,NA,NA,NA,16109,37.06002855546589,60.897634862499224,16678,38.991,59.162
Illinois,Lee,county,99,6055,NA,NA,NA,NA,NA,9654,NA,NA,NA,NA,NA,16012,37.81538845865601,60.29228078940795,16397,39.074,58.73
Illinois,Bureau,county,99,5706,NA,NA,NA,NA,NA,9658,NA,NA,NA,NA,NA,15665,36.4251516118736,61.65336737950846,17434,38.253,59.717
