state,office,updated_at,eevp,place,level,candidate_id,party,votes_total
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Manatee,county,scott-r,Republican,137902
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Manatee,county,mucarselpowell-d,Democrat,85412
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Manatee,county,everidge-b,Independent,1194
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Manatee,county,bonoan-f,Libertarian,1096
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Manatee,county,nguyen-t,Independent,984
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Lake,county,scott-r,Republican,136253
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Lake,county,mucarselpowell-d,Democrat,83231
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Lake,county,everidge-b,Independent,1771
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Lake,county,bonoan-f,Libertarian,1268
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Lake,county,nguyen-t,Independent,1252
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Collier,county,scott-r,Republican,149993
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Collier,county,mucarselpowell-d,Democrat,63947
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Collier,county,bonoan-f,Libertarian,619
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Collier,county,nguyen-t,Independent,491
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Collier,county,everidge-b,Independent,468
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Marion,county,scott-r,Republican,135175
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Marion,county,mucarselpowell-d,Democrat,72768
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Marion,county,everidge-b,Independent,1578
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Marion,county,bonoan-f,Libertarian,1149
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Marion,county,nguyen-t,Independent,729
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,St. Johns,county,scott-r,Republican,128432
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,St. Johns,county,mucarselpowell-d,Democrat,64488
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,St. Johns,county,bonoan-f,Libertarian,994
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,St. Johns,county,everidge-b,Independent,885
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,St. Johns,county,nguyen-t,Independent,770
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,98.27,St. Lucie,county,scott-r,Republican,95626
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,98.27,St. Lucie,county,mucarselpowell-d,Democrat,84621
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,98.27,St. Lucie,county,everidge-b,Independent,853
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,98.27,St. Lucie,county,bonoan-f,Libertarian,796
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,98.27,St. Lucie,county,nguyen-t,Independent,770
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Osceola,county,scott-r,Republican,85056
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Osceola,county,mucarselpowell-d,Democrat,81541
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Osceola,county,everidge-b,Independent,1331
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Osceola,county,nguyen-t,Independent,1305
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Osceola,county,bonoan-f,Libertarian,1017
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Escambia,county,scott-r,Republican,98468
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Escambia,county,mucarselpowell-d,Democrat,60083
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Escambia,county,nguyen-t,Independent,1276
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Escambia,county,bonoan-f,Libertarian,951
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Escambia,county,everidge-b,Independent,877
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Leon,county,mucarselpowell-d,Democrat,88834
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Leon,county,scott-r,Republican,63545
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Leon,county,nguyen-t,Independent,1000
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Leon,county,bonoan-f,Libertarian,850
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Leon,county,everidge-b,Independent,792
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Alachua,county,mucarselpowell-d,Democrat,78293
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Alachua,county,scott-r,Republican,54450
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Alachua,county,bonoan-f,Libertarian,901
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Alachua,county,nguyen-t,Independent,885
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Alachua,county,everidge-b,Independent,648
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Clay,county,scott-r,Republican,86362
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Clay,county,mucarselpowell-d,Democrat,36993
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Clay,county,everidge-b,Independent,846
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Clay,county,bonoan-f,Libertarian,824
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Clay,county,nguyen-t,Independent,726
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Charlotte,county,scott-r,Republican,82366
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Charlotte,county,mucarselpowell-d,Democrat,38134
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Charlotte,county,everidge-b,Independent,784
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Charlotte,county,bonoan-f,Libertarian,514
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Charlotte,county,nguyen-t,Independent,382
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Okaloosa,county,scott-r,Republican,81168
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Okaloosa,county,mucarselpowell-d,Democrat,28815
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Okaloosa,county,nguyen-t,Independent,1054
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Okaloosa,county,bonoan-f,Libertarian,764
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Okaloosa,county,everidge-b,Independent,737
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Santa Rosa,county,scott-r,Republican,84786
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Santa Rosa,county,mucarselpowell-d,Democrat,24530
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Santa Rosa,county,everidge-b,Independent,725
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Santa Rosa,county,nguyen-t,Independent,725
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Santa Rosa,county,bonoan-f,Libertarian,710
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hernando,county,scott-r,Republican,70171
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hernando,county,mucarselpowell-d,Democrat,36535
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hernando,county,everidge-b,Independent,1035
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hernando,county,bonoan-f,Libertarian,698
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hernando,county,nguyen-t,Independent,574
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Sumter,county,scott-r,Republican,72337
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Sumter,county,mucarselpowell-d,Democrat,31261
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Sumter,county,everidge-b,Independent,460
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Sumter,county,bonoan-f,Libertarian,275
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Sumter,county,nguyen-t,Independent,230
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Indian River,county,scott-r,Republican,61074
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Indian River,county,mucarselpowell-d,Democrat,35289
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Indian River,county,everidge-b,Independent,563
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Indian River,county,nguyen-t,Independent,457
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Indian River,county,bonoan-f,Libertarian,387
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Martin,county,scott-r,Republican,61946
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Martin,county,mucarselpowell-d,Democrat,34002
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Martin,county,everidge-b,Independent,522
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Martin,county,bonoan-f,Libertarian,459
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Martin,county,nguyen-t,Independent,263
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Bay,county,scott-r,Republican,72029
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Bay,county,mucarselpowell-d,Democrat,22969
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Bay,county,nguyen-t,Independent,943
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Bay,county,everidge-b,Independent,549
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Bay,county,bonoan-f,Libertarian,540
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Citrus,county,scott-r,Republican,66827
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Citrus,county,mucarselpowell-d,Democrat,27966
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Citrus,county,everidge-b,Independent,1146
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Citrus,county,bonoan-f,Libertarian,530
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Citrus,county,nguyen-t,Independent,388
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Flagler,county,scott-r,Republican,49679
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Flagler,county,mucarselpowell-d,Democrat,28040
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Flagler,county,everidge-b,Independent,485
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Flagler,county,bonoan-f,Libertarian,361
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Flagler,county,nguyen-t,Independent,333
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Nassau,county,scott-r,Republican,47660
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Nassau,county,mucarselpowell-d,Democrat,16799
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Nassau,county,bonoan-f,Libertarian,343
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Nassau,county,everidge-b,Independent,308
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Nassau,county,nguyen-t,Independent,194
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Highlands,county,scott-r,Republican,34858
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Highlands,county,mucarselpowell-d,Democrat,15684
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Highlands,county,everidge-b,Independent,350
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Highlands,county,bonoan-f,Libertarian,217
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Highlands,county,nguyen-t,Independent,146
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Walton,county,scott-r,Republican,38820
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Walton,county,mucarselpowell-d,Democrat,9616
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Walton,county,everidge-b,Independent,297
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Walton,county,bonoan-f,Libertarian,272
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Walton,county,nguyen-t,Independent,184
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Monroe,county,scott-r,Republican,25068
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Monroe,county,mucarselpowell-d,Democrat,18216
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Monroe,county,bonoan-f,Libertarian,204
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Monroe,county,everidge-b,Independent,147
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Monroe,county,nguyen-t,Independent,124
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Putnam,county,scott-r,Republican,25620
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Putnam,county,mucarselpowell-d,Democrat,9506
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Putnam,county,everidge-b,Independent,355
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Putnam,county,bonoan-f,Libertarian,209
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Putnam,county,nguyen-t,Independent,132
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Columbia,county,scott-r,Republican,24396
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Columbia,county,mucarselpowell-d,Democrat,8282
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Columbia,county,everidge-b,Independent,239
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Columbia,county,bonoan-f,Libertarian,183
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Columbia,county,nguyen-t,Independent,114
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Levy,county,scott-r,Republican,17894
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Levy,county,mucarselpowell-d,Democrat,5763
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Levy,county,everidge-b,Independent,255
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Levy,county,bonoan-f,Libertarian,101
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Levy,county,nguyen-t,Independent,98
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Jackson,county,scott-r,Republican,16033
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Jackson,county,mucarselpowell-d,Democrat,5515
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Jackson,county,everidge-b,Independent,235
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Jackson,county,bonoan-f,Libertarian,98
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Jackson,county,nguyen-t,Independent,82
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gadsden,county,mucarselpowell-d,Democrat,13192
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gadsden,county,scott-r,Republican,8219
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gadsden,county,everidge-b,Independent,155
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gadsden,county,nguyen-t,Independent,89
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gadsden,county,bonoan-f,Libertarian,88
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Suwannee,county,scott-r,Republican,17123
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Suwannee,county,mucarselpowell-d,Democrat,4073
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Suwannee,county,everidge-b,Independent,243
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Suwannee,county,nguyen-t,Independent,110
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Suwannee,county,bonoan-f,Libertarian,108
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Wakulla,county,scott-r,Republican,14013
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Wakulla,county,mucarselpowell-d,Democrat,5264
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Wakulla,county,everidge-b,Independent,172
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Wakulla,county,bonoan-f,Libertarian,112
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Wakulla,county,nguyen-t,Independent,88
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Okeechobee,county,scott-r,Republican,11543
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Okeechobee,county,mucarselpowell-d,Democrat,4000
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Okeechobee,county,everidge-b,Independent,134
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Okeechobee,county,bonoan-f,Libertarian,66
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Okeechobee,county,nguyen-t,Independent,44
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Baker,county,scott-r,Republican,12415
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Baker,county,mucarselpowell-d,Democrat,2161
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Baker,county,everidge-b,Independent,90
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Baker,county,bonoan-f,Libertarian,85
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Baker,county,nguyen-t,Independent,46
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Bradford,county,scott-r,Republican,10363
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Bradford,county,mucarselpowell-d,Democrat,3005
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Bradford,county,everidge-b,Independent,126
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Bradford,county,bonoan-f,Libertarian,63
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Bradford,county,nguyen-t,Independent,60
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hendry,county,scott-r,Republican,9215
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hendry,county,mucarselpowell-d,Democrat,3836
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hendry,county,everidge-b,Independent,82
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hendry,county,bonoan-f,Libertarian,68
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hendry,county,nguyen-t,Independent,54
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Washington,county,scott-r,Republican,10294
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Washington,county,mucarselpowell-d,Democrat,1988
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Washington,county,everidge-b,Independent,110
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Washington,county,bonoan-f,Libertarian,71
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Washington,county,nguyen-t,Independent,52
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,DeSoto,county,scott-r,Republican,8708
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,DeSoto,county,mucarselpowell-d,Democrat,3378
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,DeSoto,county,everidge-b,Independent,111
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,DeSoto,county,bonoan-f,Libertarian,60
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,DeSoto,county,nguyen-t,Independent,54
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gilchrist,county,scott-r,Republican,8739
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gilchrist,county,mucarselpowell-d,Democrat,1615
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gilchrist,county,everidge-b,Independent,94
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gilchrist,county,bonoan-f,Libertarian,65
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gilchrist,county,nguyen-t,Independent,48
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Taylor,county,scott-r,Republican,7913
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Taylor,county,mucarselpowell-d,Democrat,1815
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Taylor,county,everidge-b,Independent,84
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Taylor,county,bonoan-f,Libertarian,41
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Taylor,county,nguyen-t,Independent,38
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Madison,county,scott-r,Republican,5983
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Madison,county,mucarselpowell-d,Democrat,2966
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Madison,county,everidge-b,Independent,65
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Madison,county,nguyen-t,Independent,34
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Madison,county,bonoan-f,Libertarian,30
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,98.99,Holmes,county,scott-r,Republican,8063
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,98.99,Holmes,county,mucarselpowell-d,Democrat,866
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,98.99,Holmes,county,everidge-b,Independent,68
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,98.99,Holmes,county,bonoan-f,Libertarian,39
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,98.99,Holmes,county,nguyen-t,Independent,25
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gulf,county,scott-r,Republican,6745
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gulf,county,mucarselpowell-d,Democrat,1757
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gulf,county,everidge-b,Independent,68
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gulf,county,bonoan-f,Libertarian,39
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Gulf,county,nguyen-t,Independent,39
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Jefferson,county,scott-r,Republican,5117
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Jefferson,county,mucarselpowell-d,Democrat,3229
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Jefferson,county,everidge-b,Independent,46
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Jefferson,county,nguyen-t,Independent,36
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Jefferson,county,bonoan-f,Libertarian,25
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hardee,county,scott-r,Republican,6016
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hardee,county,mucarselpowell-d,Democrat,1879
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hardee,county,everidge-b,Independent,91
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hardee,county,bonoan-f,Libertarian,37
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hardee,county,nguyen-t,Independent,35
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Dixie,county,scott-r,Republican,6673
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Dixie,county,mucarselpowell-d,Democrat,1169
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Dixie,county,everidge-b,Independent,104
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Dixie,county,bonoan-f,Libertarian,35
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Dixie,county,nguyen-t,Independent,21
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Franklin,county,scott-r,Republican,4814
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Franklin,county,mucarselpowell-d,Democrat,1795
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Franklin,county,everidge-b,Independent,56
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Franklin,county,bonoan-f,Libertarian,41
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Franklin,county,nguyen-t,Independent,18
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Calhoun,county,scott-r,Republican,5279
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Calhoun,county,mucarselpowell-d,Democrat,975
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Calhoun,county,everidge-b,Independent,63
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Calhoun,county,nguyen-t,Independent,29
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Calhoun,county,bonoan-f,Libertarian,20
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Union,county,scott-r,Republican,4967
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Union,county,mucarselpowell-d,Democrat,1053
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Union,county,everidge-b,Independent,72
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Union,county,bonoan-f,Libertarian,33
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Union,county,nguyen-t,Independent,26
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hamilton,county,scott-r,Republican,3954
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hamilton,county,mucarselpowell-d,Democrat,1598
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hamilton,county,everidge-b,Independent,67
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hamilton,county,nguyen-t,Independent,28
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Hamilton,county,bonoan-f,Libertarian,18
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Glades,county,scott-r,Republican,3986
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Glades,county,mucarselpowell-d,Democrat,1160
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Glades,county,everidge-b,Independent,58
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Glades,county,nguyen-t,Independent,19
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Glades,county,bonoan-f,Libertarian,17
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Lafayette,county,scott-r,Republican,3183
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Lafayette,county,mucarselpowell-d,Democrat,454
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Lafayette,county,everidge-b,Independent,48
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Lafayette,county,bonoan-f,Libertarian,26
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Lafayette,county,nguyen-t,Independent,13
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Liberty,county,scott-r,Republican,2858
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Liberty,county,mucarselpowell-d,Democrat,537
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Liberty,county,everidge-b,Independent,29
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Liberty,county,nguyen-t,Independent,14
Florida,U.S. Senate,2024-11-09T15:54:38.670Z,99,Liberty,county,bonoan-f,Libertarian,11
Hawaii,U.S. Senate,2024-11-07T15:19:17.447Z,99,Hawaii,state,hirono-m,Democrat,323489
Hawaii,U.S. Senate,2024-11-07T15:19:17.447Z,99,Hawaii,state,mcdermott-b,Republican,159709
